Task ID,Supplier ID,Cost,TF-PC1,TF-PC2,TF-PC3,TF-PC4,TF-PC5,TF-PC6,TF-PC7,TF-PC8,TF-PC9,TF-PC10,SF-PC1,SF-PC2,SF-PC3,SF-PC4,SF-PC5,SF-PC6,SF-PC7,SF-PC8,SF-PC9,SF-PC10
T1,S4,0.384385842153923,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-0.6493058599752154,-0.5928164112088729,0.31524492604941,-0.6145122059726765,0.286534747149956,-0.06090682894360874,-0.599797465535216,-0.38579534290160067,0.08151050648966393,-0.194780106103869
T1,S5,0.4270749587567444,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-0.31268577972843276,2.6418602496399677,-0.040022832286579914,-1.4864592384466342,-2.2100818703094687,0.951146491950986,0.3002331656576477,-0.8056223885371308,0.023374924862074896,0.31675304158805906
T1,S6,0.3866418476557756,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,1.8159636329994528,-1.255174670730459,-1.7581533394900692,-0.6694661239164584,-0.35319774899067946,1.1626013362101686,-0.8722897470798204,1.0097012585130194,2.507803438938484,-1.346286517469316
T1,S7,0.3926914226037997,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-1.1412446319974716,0.25573544941161397,0.748117873590158,0.6273806889552883,-1.089687664706363,0.2308982775042741,-1.0477378859454642,-1.8871110384827512,-0.31919920454586126,-1.6702857139961333
T1,S10,0.3723988815688455,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-1.7063829796004832,2.0274912638957563,-0.08934666532724558,-0.2955587209351372,1.6423519251659278,-0.48863845608094936,-0.15665437917867445,0.158343788063473,1.1207675770002303,0.4275891742177577
T1,S11,0.3781380282980217,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-1.547171276005478,1.8545765003072014,-0.36078391330609794,3.338925819317792,0.06336590950032081,-1.9573438555224618,0.5030398186497046,0.4983918136628042,0.2518994088106478,-1.0346053263500217
T1,S12,0.4298351417381008,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,1.4592054499105962,1.999058843548659,-2.3653727672862797,-0.6938541353024571,0.7743334747486438,-1.1655445996897504,1.7727356311502287,1.0613719060441817,-1.778336387123576,0.1954264747960953
T1,S13,0.4125824818252755,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,0.2513667410097786,-1.3964409381214047,0.20693561359323953,1.7064765603427574,1.2447288041244207,0.8843435977401759,1.2573058360087923,1.2215515626075724,0.6871093497327592,-1.2057925827865832
T1,S14,0.423180121558089,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,0.30158916929142193,-0.8918153984474138,-1.1635805387498777,-1.7523138341086433,-0.09003865454070936,-0.8928484351498972,-0.24715631060786097,0.3152095293808965,-0.74757283903092,1.302553710508215
T1,S15,0.3715709329487683,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-0.01678248287186961,1.4155514029687781,-1.0886538496616174,-0.6373607620438134,1.2582450521985025,1.271392046484785,0.32668931749913377,0.24104616219970856,2.2213309912109955,2.3401094107707436
T1,S16,0.4236288248680663,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,0.8598478701447382,1.886016506208971,0.6602278315206666,-0.29662144054241424,0.8153481059193592,-1.3168012894406371,0.9728389231542995,-0.7177387964549561,-1.2416778894078233,1.415694740694977
T1,S18,0.3556524664902972,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-1.8174586252303804,-0.024240152571488705,-0.5001691221072172,0.5163077899223942,0.0033657383795881336,2.239320642741567,-0.30354895570823687,1.5098818502490914,0.3784377505567913,1.6637501364272211
T1,S19,0.4084888551554246,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,1.259633933919962,-1.1897221743985171,0.03280558284645382,2.450205626525739,0.1951488592112525,0.20663353832525239,1.9353478812734186,-0.34323900937838603,0.765133186726694,-0.05440815403731986
T1,S20,0.4294237173897987,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,0.6919920921575391,0.9154659209461188,-0.24803665483796294,2.137570645796662,0.2289916828871042,-0.9338360130993477,-1.3254609684198713,-3.1020760352690946,0.9131708212521957,0.8252893108901036
T1,S22,0.3981232515159151,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-1.1103377708802242,-1.8543859085791485,-0.8840456679795335,-0.25125439960392293,-1.1999292807568163,-1.196923832266921,0.12951048614430985,0.5527792251947421,-0.40379109669995983,0.19728452875955443
T1,S23,0.4166531150958092,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-1.1363078836513774,0.7670887937669039,1.2082756463730644,-1.0489028914135756,0.99214199477537,-0.8067828731727267,0.24487328712617756,0.7636921570676252,-0.9580014899068744,-0.11140349313082178
T1,S24,0.40900412096322,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,1.170720925751879,-0.26366188649236716,-1.007527777113102,1.4726833678468454,-0.3170947147802057,-0.8907133963129683,-1.3578696883192227,0.5392611940867919,-0.08463198016717938,0.9458639249295775
T1,S27,0.3671822932280378,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-1.4007444581553508,-0.6694436989455818,1.0051661034647879,-0.5567067372609392,0.828958955854154,-0.025683229999004152,1.3743215179010682,-0.22702073541117923,-0.6399887928092229,-0.9888790291905227
T1,S29,0.3751729720598797,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,0.020550687361026745,-0.7495690854015294,-1.7332794488593193,-0.7785303766439436,2.546195700839988,0.8722684794744093,0.7849848206228611,-1.3218526680521927,0.07425435197793784,-0.39254189752780794
T1,S30,0.4106675168110766,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-0.09493526528392432,-1.585524608923094,-0.9719951846034504,-1.037739100635167,-1.2224472311401435,-1.159281155426356,0.6781354739745992,-1.747513206106027,0.6025935532463,-0.5341449657976326
T1,S32,0.412536462460339,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,-1.9220689262608015,-1.1527821878713578,-0.36123690869436587,0.9695442754985365,-1.915373421102903,0.8576567686200358,0.8842640367391651,-0.11455732645012268,-0.4982250082376254,1.0429605668728394
T1,S33,0.3786914253156045,-1.072136179358649,-4.112074802776521,-1.412615480688256,-2.084709699127257,-0.931118485813935,-2.159640729325542,0.6974361228917481,0.16475232011310578,0.5759622395318353,-0.5848746288819419,1.5822766824236798,1.232961169755247,0.26308007390170823,-1.2330585478121894,1.2949366615086362,0.7027267127630159,-0.8917317755409139,-0.8406589153963728,1.6790119454669719,0.47192578897030063
