,Cost
1387,0.4553185503768045
1388,0.4324277473234365
1389,0.438767867852558
1390,0.4463457771811293
1391,0.4275044687948481
1392,0.4420735770467651
1393,0.4453388962120172
1394,0.4407281277514633
1395,0.4309160279689079
1396,0.4445882555467409
1397,0.4593485974422582
1398,0.4242424702551292
1399,0.4542265980845743
1400,0.438943842540356
1401,0.4287815343209551
1402,0.4334213522247577
1403,0.4586928767485448
1404,0.4361508550776469
1405,0.4276896041230492
1406,0.4465642398165291
1407,0.4441025689014333
1408,0.4430918081207949
1409,0.4174258112574086
1410,0.4523595172269513
1411,0.4540941982698234
1412,0.4423688506735207
1413,0.4390639351737326
1414,0.457398977275841
1415,0.4217013333275192
1416,0.4467873092951815
1417,0.4611585555752986
1418,0.4475362434737716
1419,0.4487594398028413
1420,0.4473311006322762
1421,0.4441734910618896
1422,0.4572453832937033
1423,0.4630826543259064
1424,0.4498149988174929
1425,0.4558510341647972
1426,0.4350831469372939
1427,0.4502605430871639
1428,0.4632414662983343
1429,0.4340036964699346
1430,0.440625458613066
1431,0.4393615274663496
1432,0.45507552533785
1433,0.4583550247396877
1434,0.461635612431886
1435,0.4238502363663704
1436,0.4520393733229364
1437,0.4469786650262043
1438,0.4535640164585166
1439,0.4432018614111772
1440,0.3940537596059178
1441,0.4128361961825735
1442,0.4043953510547506
1443,0.3981663064178672
1444,0.4029244993134867
1445,0.4034811942851728
1446,0.4198236980888242
1447,0.3946261825387821
1448,0.4023604557234681
1449,0.4255758768781044
1450,0.4152141803847144
1451,0.4059439348516936
1452,0.4186361081016381
1453,0.4101410016892454
1454,0.4120215898723823
1455,0.3996109067783651
1456,0.4192298834926965
1457,0.4185919816333794
1458,0.4125142572556329
1459,0.40918492050089
1460,0.4128416299063756
1461,0.4221186249559519
1462,0.4018536477332447
1463,0.4018076094561973
1464,0.396943807047368
1465,0.406991887165765
1466,0.4024729096443055
1467,0.3987907872639129
1468,0.423801445519652
1469,0.3890752608548335
1470,0.4129088942407843
1471,0.4076654717390378
1472,0.4051908495582701
1473,0.3958331674045964
1474,0.4172390252166802
1475,0.4036974939378485
1476,0.4093233885908552
1477,0.4024835971506099
1478,0.4037127978729625
1479,0.4155920226050966
1480,0.3910157745124577
1481,0.3872057687206047
1482,0.4137446169603986
1483,0.4190563543626133
1484,0.40871027234526
1530,0.413782455919241
1531,0.4021874967367348
1532,0.4119971905910116
1533,0.4148268830676559
1534,0.4050703059167295
1535,0.4110433109474063
1536,0.4193458873509632
1537,0.3870228345212208
1538,0.4019448930363367
1539,0.4143343113909995
1540,0.3950193247101197
1541,0.3834281879289277
1542,0.3917946209154082
1543,0.3895139000315836
1544,0.407866624852616
1545,0.3952776916038003
1546,0.4034075773592037
1547,0.3959013480591138
1548,0.4073016097848418
1549,0.4131492319947226
1550,0.4155542695973282
1551,0.4217497117479504
1552,0.4159660262182268
1553,0.3982738305827462
1554,0.4147406282793786
1555,0.3778679029154589
1556,0.408240943632108
1557,0.4159401496324732
1558,0.3934724307700917
1559,0.4106204960548548
1560,0.3970495474242843
1561,0.3968664696043121
1562,0.393219450574697
1563,0.3945677573064674
1564,0.421322240385456
1565,0.405534402359291
1566,0.39963568513149
1567,0.4183979555232044
1568,0.4208283915654756
1569,0.3888918489825305
1570,0.4135914870616108
1571,0.4106050557818318
1572,0.4103762214145771
1573,0.407883720514792
1574,0.4205355439732037
1575,0.3446917195859813
1576,0.3472529143701518
1577,0.3228454534259948
1578,0.3522415533204369
1579,0.3719012169947367
1580,0.3774302333173961
1581,0.3131573416321577
1582,0.3584764058905805
1583,0.3337752220595786
1584,0.3580518456506383
1585,0.3010289292276764
1586,0.3566795330949183
1587,0.3032375997876602
1588,0.3706882716567772
1589,0.3398223598582482
1590,0.3563341061265072
1591,0.3298955199817666
1592,0.3704865761091558
1593,0.3664040667853194
1594,0.3674966240167261
1595,0.3587474424204426
1596,0.3604918335820744
1597,0.3316932286971135
1598,0.3339461041790101
1599,0.3512942468650628
1600,0.3696713687952083
1601,0.3580566828780543
1602,0.3389148442392196
1603,0.3495330560597544
1604,0.3557967137827653
1605,0.3508026900072535
1606,0.3396651725584696
1607,0.3209921098625575
1608,0.3344657049971672
1609,0.339417441373016
1610,0.3378067014615988
1611,0.3575693880825311
1612,0.3444846128737929
1613,0.3271731398813232
1614,0.3114374378108072
1615,0.3225569272545846
1616,0.3685236380445495
1617,0.3126699551825349
1618,0.3607825731250831
1619,0.3544193844442393
1620,0.3561867877074964
1621,0.3659354072616914
1622,0.3545568927060891
1623,0.3928037604625132
1624,0.3539972171524002
1625,0.3390401397066103
1626,0.3436669947138382
1627,0.3692495615950706
1628,0.344441066774266
1629,0.3785696729091431
1630,0.3266753518406637
1631,0.3472307907166018
1632,0.3585634563870047
1633,0.3497167607291421
1634,0.3367489157019801
1635,0.3579619585046899
1636,0.3684706852112164
1637,0.3416853868847538
1638,0.3710313320934298
1639,0.3604955321998029
1640,0.3766716280936946
1641,0.3920049255004555
1642,0.3487531188904477
1643,0.3992840486121085
1644,0.3161099466780201
1645,0.3690818304679188
1646,0.3653139243270665
1647,0.3579331434648021
1648,0.3473349199958723
1649,0.3859935672476717
1650,0.3902426154539216
1651,0.3843823213245942
1652,0.3472645162794086
1653,0.3224313149258681
1654,0.326716549753878
1655,0.3651077024741431
1656,0.3280622170973235
1657,0.3374503777395132
1658,0.3681093026103679
1659,0.3388528020731318
1660,0.3171305951616787
1661,0.341789269752834
1662,0.3699226656732196
1663,0.3582065067103095
1664,0.3520481921811261
1665,0.3720675939149002
1666,0.3720437390254759
1667,0.3577919532909427
1668,0.3964822570576879
1669,0.4184258099953165
1670,0.4184553968721316
1671,0.3559888996678434
1672,0.3515288352458808
1673,0.3823628263614628
1674,0.3463539737746713
1675,0.4239236523407832
1676,0.3521486855839173
1677,0.3670276743987701
1678,0.4095138378185673
1679,0.35781966096791
1680,0.4150746311580647
1681,0.3907924209825977
1682,0.4085786834229387
1683,0.384859279447434
1684,0.3456885770233686
1685,0.4264119498088451
1686,0.4172889710985643
1687,0.3477987620559566
1688,0.3634475009735977
1689,0.4177841507243982
1690,0.4090716202087311
1691,0.3603342849037315
1692,0.3604738969989171
1693,0.3817241329420903
1694,0.4069968755257098
1695,0.4219230807538242
1696,0.3328661632360968
1697,0.3746864758393141
1698,0.3674041473957599
1699,0.3753541524362619
1700,0.3439236126975946
1701,0.3558643167774661
1702,0.3998740266581208
1703,0.3621191588862189
1704,0.3213796834281341
1705,0.3246473760459471
1706,0.4127921822160827
1707,0.3307987400274813
1708,0.3896497164677575
1709,0.4150599350210332
1710,0.310797185237146
1711,0.3403470333574379
1712,0.3277359628118008
1713,0.3467348778283881
1714,0.3294139190844303
1715,0.3288736910252928
1716,0.3732633489997213
1717,0.3383212465148927
1718,0.3558927937443976
1719,0.3529528460709635
1720,0.337264125741304
1721,0.3468968031234998
1722,0.3547686050978776
1723,0.3469969591692608
1724,0.3543740770956121
1725,0.3758046394142113
1726,0.3419568819589818
1727,0.3476899510281123
1728,0.3567533748360232
1729,0.344680160486562
1730,0.3373669934026223
1731,0.3581504623662652
1732,0.314067957679381
1733,0.3559873277622417
1734,0.3291610017747043
1735,0.3453760518248365
1736,0.3615228838567038
1737,0.3597336681169422
1738,0.3496688127689085
1739,0.3497674707340822
1740,0.3480528450094248
1741,0.3771930351072741
1742,0.3090740878169272
1743,0.3179107105926224
1744,0.3152932417712231
1745,0.3167209380919524
1746,0.3464768824286942
1747,0.3125011434036475
1748,0.3106497020819316
1749,0.3224600241193884
1750,0.3507328846417951
1751,0.3741608864258935
1752,0.3753720213020368
1753,0.3352991748815123
1754,0.3435133503019311
1800,0.3526763118629079
1801,0.3457388295687503
1802,0.348515576257442
1803,0.3801034148324573
1804,0.3619660564381033
1805,0.3195647318318215
1806,0.362650895433994
1807,0.3595954868496059
1808,0.3324258846913425
1809,0.3343210833282347
1810,0.3240806116876423
1811,0.3846002965429028
1812,0.3407662325284207
1813,0.3712887430585389
1814,0.3930198226491967
1815,0.366247969631307
1816,0.3473101830101073
1817,0.3793518142516856
1818,0.3798457285135749
1819,0.3310406665590986
1820,0.3582393699900617
1821,0.3744529556977871
1822,0.3765644906134197
1823,0.355092143435773
1824,0.3747104044884509
1825,0.3801554077324947
1826,0.3840389419364559
1827,0.3338781567885973
1828,0.3306007956309414
1829,0.3881622879253105
1830,0.3699467844860281
1831,0.3900104601176912
1832,0.3874672753415336
1833,0.3460647518099908
1834,0.3375810368801566
1835,0.362457688595234
1836,0.3704849615631846
1837,0.3244812749528222
1838,0.3561521983901286
1839,0.3765132888759515
1840,0.3442426119772711
1841,0.3162611120766328
1842,0.349883726953177
1843,0.3092552574263022
1844,0.3584625624987767
1890,0.3275248609011174
1891,0.3341949788115536
1892,0.3314834229878059
1893,0.3333213661873906
1894,0.3491223300049706
1895,0.3529457893815722
1896,0.3071119170550697
1897,0.3400741398645159
1898,0.3495834965483102
1899,0.3131790337456874
1900,0.323934952938874
1901,0.3057378988136602
1902,0.3596807483677724
1903,0.3102376423360241
1904,0.3317076784418545
1905,0.3200798018670964
1906,0.3591407303544262
1907,0.3160531986926137
1908,0.356245147614041
1909,0.3395970772548569
1910,0.328417662110531
1911,0.3439622589182498
1912,0.3374259425779154
1913,0.3292719285768822
1914,0.3351429272369962
1915,0.3600881315416994
1916,0.3525545518338415
1917,0.3613427391328589
1918,0.3122181549990208
1919,0.3401017973801779
1920,0.3560930865321718
1921,0.3503440917896283
1922,0.3406081471300275
1923,0.3429484900688953
1924,0.3473140099975704
1925,0.3310735642750972
1926,0.3079829515475637
1927,0.3379193458438005
1928,0.3464346679988462
1929,0.3312195303634339
1930,0.3186348099438019
1931,0.3176244909596881
1932,0.3141584753465964
1933,0.3378766834398457
1934,0.3443862038670775
1980,0.305729693290974
1981,0.3311425409607693
1982,0.3288307926214929
1983,0.360765342181076
1984,0.3660198959833458
1985,0.329962419360982
1986,0.3265985454479229
1987,0.3591248069796006
1988,0.3492660288902837
1989,0.3472136297420999
1990,0.2972564652639693
1991,0.3798793670845886
1992,0.3134289963777084
1993,0.3435118031021186
1994,0.3805653245108442
1995,0.3194936640392323
1996,0.363101210651087
1997,0.3004135999258132
1998,0.3683189166486096
1999,0.3504170929247771
2000,0.3177548933741416
2001,0.324941081635269
2002,0.3225314064040324
2003,0.3660520463027665
2004,0.3061963621258355
2005,0.3517981382025571
2006,0.3708436280979453
2007,0.3134495386374138
2008,0.3068493174955824
2009,0.3661300854824012
2010,0.3720147792720745
2011,0.3577022587437649
2012,0.3347571995647549
2013,0.3317447919125044
2014,0.3267792220189086
2015,0.3086674848568662
2016,0.3162387346700172
2017,0.3214097603997045
2018,0.3296423937201109
2019,0.2802101284287354
2020,0.3028675853806308
2021,0.3790880793198035
2022,0.307301875518599
2023,0.3726078839083757
2024,0.3349858010384013
2025,0.4259570837164534
2026,0.4364015712151821
2027,0.4303800550173277
2028,0.4260917575610204
2029,0.4544957942920116
2030,0.4369733331937756
2031,0.4343623916483999
2032,0.4258615806130809
2033,0.4456831201311948
2034,0.418445500979391
2035,0.4243383416382153
2036,0.4557337363700526
2037,0.457136580535714
2038,0.4151267901374428
2039,0.4420066349190328
2040,0.4207300391338611
2041,0.4587686766933766
2042,0.4458634820289308
2043,0.4302010719551051
2044,0.4445066071292314
2045,0.4339227366303387
2046,0.4227276283601288
2047,0.4382950308757376
2048,0.4482648605264541
2049,0.403649259884674
2050,0.4128358916829749
2051,0.4525154637528061
2052,0.4126573425160287
2053,0.4282818894418919
2054,0.4241068010486122
2055,0.430641811305481
2056,0.434761067264822
2057,0.4312636406109199
2058,0.4587793606642105
2059,0.4182092240379076
2060,0.428810420045975
2061,0.4442930016588454
2062,0.4210587993633149
2063,0.4189204977834923
2064,0.4257677654775254
2065,0.4429908156951725
2066,0.4580407964251303
2067,0.4524253650075867
2068,0.4428053041935014
2069,0.4306171884189786
2070,0.3481418402999782
2071,0.3655986435776119
2072,0.3384998032608376
2073,0.3555376843762864
2074,0.3958202305948529
2075,0.3301060432114734
2076,0.3423424761171927
2077,0.3657239322545775
2078,0.3230231625826965
2079,0.3603921431259886
2080,0.3448814132778147
2081,0.3616532973245056
2082,0.3372625918691602
2083,0.3906483183342593
2084,0.3830096723824712
2085,0.3312311898745202
2086,0.3568473443576601
2087,0.3520967062220259
2088,0.3793161851724164
2089,0.3867144906595102
2090,0.372619596860182
2091,0.3549655938680924
2092,0.3462381175750593
2093,0.3573797790074752
2094,0.3861522634253967
2095,0.3764579404403623
2096,0.3355052350385221
2097,0.3351098859261532
2098,0.3968837406214687
2099,0.3752612633206887
2100,0.3695250142202218
2101,0.3437071100849803
2102,0.3276406575504004
2103,0.3375068495537484
2104,0.3773368540429028
2105,0.3063827269224845
2106,0.3235820139946132
2107,0.3532555472058561
2108,0.3576164356054
2109,0.3057599165868138
2110,0.3358969350848505
2111,0.3615969454218503
2112,0.3362734974633413
2113,0.3676752786461729
2114,0.3604651367624554
2250,0.4265990679855423
2251,0.4449234615479736
2252,0.4459256641550229
2253,0.4618073005510674
2254,0.4607507363987
2255,0.4434898944256862
2256,0.4358290589514495
2257,0.4438429697267412
2258,0.4795546863805533
2259,0.4368130484394132
2260,0.406425327214721
2261,0.4295711659081762
2262,0.4701094227609798
2263,0.4236287934653204
2264,0.4234568814305178
2265,0.4256702376868191
2266,0.4289715758265966
2267,0.458536705994905
2268,0.4153783692692147
2269,0.4543540201382628
2270,0.4668671319519684
2271,0.4193543435807327
2272,0.4162757607661368
2273,0.4622410272518327
2274,0.4374001847852614
2275,0.4042319023467804
2276,0.4538719578150837
2277,0.478707078663529
2278,0.430578822227706
2279,0.4216176424825348
2280,0.4566254203801584
2281,0.4676986040162875
2282,0.4240924358941081
2283,0.4209300972854561
2284,0.4595485506340068
2285,0.4583373872851222
2286,0.4247858276786739
2287,0.4737445638868789
2288,0.4434119597819514
2289,0.4411220075112798
2290,0.4422620061931697
2291,0.4803455472127244
2292,0.4374114488790089
2293,0.4437047377809062
2294,0.4683001252377095
2295,0.4543719750405259
2296,0.4303679888242412
2297,0.4226090943454428
2298,0.4531994046271941
2299,0.448254444942583
2300,0.4528665498249715
2301,0.4141092045030478
2302,0.4582952479600815
2303,0.4622903474535519
2304,0.4406969992747197
2305,0.4284666908102418
2306,0.4295721750861732
2307,0.428959193202467
2308,0.4486959509750113
2309,0.4338245143402947
2310,0.4163546971382497
2311,0.4597703715214946
2312,0.4388961637861396
2313,0.4108629030077835
2314,0.4517630992251149
2315,0.4172127298378226
2316,0.4494551889648929
2317,0.4598599916154153
2318,0.4490767829864095
2319,0.4294343178032817
2320,0.4026764676719513
2321,0.457508903407324
2322,0.4510421991936508
2323,0.4627348069471659
2324,0.4246653482652423
2325,0.4593546480446238
2326,0.4359897060873827
2327,0.4537319288379678
2328,0.4120122228112048
2329,0.4224587650908211
2330,0.4292400687118182
2331,0.4157020336848871
2332,0.4024784615678342
2333,0.4180433445848557
2334,0.4193997497475247
2335,0.4244770061102249
2336,0.4114979183063596
2337,0.3881731893064676
2338,0.4606859846103014
2339,0.4481478192877521
2340,0.3073307826436685
2341,0.3519816270863595
2342,0.3038127588190141
2343,0.3254270282309336
2344,0.3319532940151819
2345,0.334363115343313
2346,0.3135094479090722
2347,0.3094025421688191
2348,0.3206631870315115
2349,0.3076918244033467
2350,0.3495141630852286
2351,0.3262048754655284
2352,0.3162542260191087
2353,0.3550490420753032
2354,0.3435410152603297
2355,0.2963876995547112
2356,0.3174322094449185
2357,0.3296725515467963
2358,0.3138580961952585
2359,0.345105075762772
2360,0.3433898438985516
2361,0.3023937299852497
2362,0.3265056593026145
2363,0.3135871250322168
2364,0.3310074199775336
2365,0.3526402974675871
2366,0.3282360049772237
2367,0.2939254157540225
2368,0.3144101732508284
2369,0.3488866359648219
2370,0.3270836340806174
2371,0.3446890214064727
2372,0.3207633139351004
2373,0.3090314618480216
2374,0.3235645261963475
2375,0.3413036733069022
2376,0.3241129356757585
2377,0.3437097416027312
2378,0.3390392499500326
2379,0.3152617929590092
2380,0.3022132425651792
2381,0.2909672921417024
2382,0.3342430684449227
2383,0.3262960366052033
2384,0.3329752119003404
2385,0.2973196689337803
2386,0.3041752626573962
2387,0.3113818190045694
2388,0.2997984082737931
2389,0.3073704793414378
2390,0.3104189091516741
2391,0.2891723304369108
2392,0.3210724413409629
2393,0.3152054915771703
2394,0.3071654261395209
2395,0.2837515447099465
2396,0.313152659380347
2397,0.3214131348785735
2398,0.31391932362452
2399,0.3127994726207476
2400,0.3086550540694478
2401,0.3235365406912605
2402,0.2850431695773312
2403,0.3171312037066369
2404,0.2999228606803125
2405,0.3217843995311944
2406,0.3157016761772404
2407,0.3071739784508179
2408,0.306547939251667
2409,0.3012051309565882
2410,0.3125341246635085
2411,0.3063065803034417
2412,0.3134644042071717
2413,0.3171181483267019
2414,0.2942857880758505
2415,0.3068749934836194
2416,0.3083935593209393
2417,0.3179997127491333
2418,0.2934060623918414
2419,0.3121004802259046
2420,0.3220796872731047
2421,0.3105222176929342
2422,0.3140177404037051
2423,0.2928229440540241
2424,0.3106971836366011
2425,0.2984763098855496
2426,0.3072144212030068
2427,0.2935964179323825
2428,0.3093904805979965
2429,0.3074485865887136
2475,0.3371221629684364
2476,0.3428142190682328
2477,0.3275483505062269
2478,0.3167363110365412
2479,0.3102175423287501
2480,0.3260370494391476
2481,0.3351426699979136
2482,0.339497726651618
2483,0.3077869750114533
2484,0.3442932905249606
2485,0.3419112244807316
2486,0.3193984919049362
2487,0.3401200802856521
2488,0.3353211123938506
2489,0.3253911745610466
2490,0.3253114133608146
2491,0.3265879674731231
2492,0.3403636405283574
2493,0.3353774058412866
2494,0.3330008887173518
2495,0.3234330673016578
2496,0.3369357200966686
2497,0.3439611056609465
2498,0.3375698473882078
2499,0.312139707594705
2500,0.3252945100202128
2501,0.3414872286356638
2502,0.3167345443650559
2503,0.3428508601603985
2504,0.3382495085744828
2505,0.3240285112181713
2506,0.337097065003461
2507,0.3140508858402013
2508,0.3280707181860961
2509,0.3214858641223166
2510,0.3291565209727105
2511,0.3244341654877288
2512,0.3282567090035448
2513,0.3435483962263077
2514,0.3147542203288607
2515,0.3322195309173549
2516,0.3399950735404489
2517,0.3306744667986082
2518,0.3391075183889592
2519,0.3414627433590241
2520,0.3605335797656314
2521,0.3684781513292884
2522,0.3667983529932724
2523,0.3448947260517265
2524,0.3535310567830719
2525,0.3523229456542958
2526,0.3365309818067263
2527,0.3665912182289469
2528,0.3617740463512271
2529,0.3426181905584582
2530,0.3621282194848513
2531,0.3597257845600753
2532,0.3568963688607459
2533,0.3335339995652042
2534,0.3601997883778744
2535,0.3505692387146754
2536,0.3683447498548381
2537,0.3465090150954025
2538,0.3658379083806142
2539,0.3361140597219724
2540,0.3149883732202019
2541,0.3360782133353727
2542,0.3506393493909718
2543,0.316035496190519
2544,0.3442426520194201
2545,0.3401905363428735
2546,0.3552122447834686
2547,0.3349956997441642
2548,0.3262382212167488
2549,0.3417271861872349
2550,0.3652569582933052
2551,0.336202323018708
2552,0.334336958024668
2553,0.3657431189672918
2554,0.3443790907326552
2555,0.3407193081264198
2556,0.3645993158198766
2557,0.3510847310130865
2558,0.3490966318203283
2559,0.3096466309090738
2560,0.3592040987933113
2561,0.3560181170636725
2562,0.355212571752918
2563,0.3618536785100106
2564,0.3644535672463083
2565,0.3479310273257936
2566,0.3640707197398711
2567,0.3661922656308058
2568,0.3215412555492585
2569,0.3352952370078119
2570,0.3498622570899566
2571,0.3388767443249832
2572,0.356760508560611
2573,0.3355559581282376
2574,0.3639752688104852
2575,0.3654876615689549
2576,0.3630155519919339
2577,0.3698684862108401
2578,0.3644580001803131
2579,0.3632057090152917
2580,0.3477397119825791
2581,0.3448572423481393
2582,0.3604321249430636
2583,0.3438200430215568
2584,0.357699577317106
2585,0.3401518557139531
2586,0.3484953933066125
2587,0.3634067144584176
2588,0.3565405213189275
2589,0.36131877989521
2590,0.3460826947508653
2591,0.3385455550791779
2592,0.3702317173328038
2593,0.3583224452122829
2594,0.3716930743821977
2595,0.3551407244009826
2596,0.3514070513702408
2597,0.3623039349335195
2598,0.3597857538319661
2599,0.3486172819566391
2600,0.3354134966228282
2601,0.3717467301800201
2602,0.3512824280254903
2603,0.3394648209202082
2604,0.3336607728371014
2605,0.3503994100158092
2606,0.3693248509890298
2607,0.3707523058483168
2608,0.3672809799167764
2609,0.3653459112911712
2610,0.3833668764870601
2611,0.4183199451959557
2612,0.4108477691172688
2613,0.3798560631903643
2614,0.4192212865385252
2615,0.4405979288843905
2616,0.3836510480841697
2617,0.3747068731640453
2618,0.4138097682034399
2619,0.4339674704132269
2620,0.3507376906166599
2621,0.3696845557763404
2622,0.3963877964697144
2623,0.4258011932203389
2624,0.3962037360638623
2625,0.3909960243289935
2626,0.3981825553012314
2627,0.4189449801896923
2628,0.3563504106341093
2629,0.441775019432466
2630,0.4001507544712748
2631,0.4123440784074975
2632,0.4067115976499983
2633,0.4046035601402054
2634,0.3791009400950213
2635,0.4046086713187724
2636,0.4299410040038527
2637,0.4026414691806274
2638,0.424110077773667
2639,0.4217045174155399
2640,0.4398056720066791
2641,0.4213076719456284
2642,0.4054214095566537
2643,0.3780953492737211
2644,0.4134008083800746
2645,0.4099910742613176
2646,0.385269051029368
2647,0.4067777696812761
2648,0.3835710238871094
2649,0.391783828359712
2650,0.355369572230231
2651,0.3815652342145098
2652,0.3571807467920214
2653,0.4103566414299374
2654,0.4155661970376763
2655,0.3303033659343932
2656,0.3389265759851897
2657,0.3414800347219788
2658,0.3178463341269766
2659,0.3212597198827804
2660,0.3391903791874516
2661,0.3402214153490901
2662,0.3356379356405827
2663,0.3179752675581602
2664,0.3361188609324238
2665,0.3332675515795061
2666,0.3223953453157088
2667,0.3411384040520568
2668,0.3378898428803771
2669,0.3329924977757743
2670,0.3275480066828512
2671,0.3266430523338821
2672,0.3298020156799276
2673,0.3278084263173302
2674,0.3175372051467452
2675,0.3265765903249504
2676,0.3104273185710572
2677,0.3180558701028174
2678,0.323947308695827
2679,0.3433531029647135
2680,0.333593424304712
2681,0.3437567702206726
2682,0.3381895680346294
2683,0.3323301299326285
2684,0.3339162585544179
2685,0.3403519656719013
2686,0.3215087981456386
2687,0.3195722722270731
2688,0.3285598617687053
2689,0.324664122200928
2690,0.3196923078957187
2691,0.3373466195654653
2692,0.3207025701106721
2693,0.3327947644825995
2694,0.3418178179925111
2695,0.3420793654896044
2696,0.3422514341063433
2697,0.3181395846833798
2698,0.3431354058905648
2699,0.3114779195631977
2700,0.3181723347063073
2701,0.3259091624344747
2702,0.3433441214031694
2703,0.3379218752740996
2704,0.3324446925946789
2705,0.3188305336926181
2706,0.3312712329952896
2707,0.3425736862001965
2708,0.3277696275793987
2709,0.318070185811469
2710,0.3296058255031217
2711,0.3441560468177036
2712,0.3314643446661125
2713,0.3277381867711221
2714,0.3149807575003525
2715,0.3396352212217921
2716,0.3315074439801807
2717,0.3297929723618994
2718,0.325776144960467
2719,0.3281487052321412
2720,0.3354220030451815
2721,0.3198886710826385
2722,0.3270354808387123
2723,0.3408829591959501
2724,0.3341705212475834
2725,0.3300737241435169
2726,0.3473428696800826
2727,0.3456236747444027
2728,0.3433375715273398
2729,0.3220873628784263
2730,0.3305500652192112
2731,0.3286431230754341
2732,0.3368078704064163
2733,0.3328428727529998
2734,0.3246956737021678
2735,0.3320596218981719
2736,0.3420971302058546
2737,0.3376773017656544
2738,0.31190537489244
2739,0.330296827199521
2740,0.3450558486662125
2741,0.3465907444513725
2742,0.3451063950515081
2743,0.3287282381386417
2744,0.334289918723886
2745,0.348605132942893
2746,0.3533259154993162
2747,0.3433451054949781
2748,0.3364669373141395
2749,0.3353324713203751
2750,0.3363745465460253
2751,0.3435226277364916
2752,0.3051267124501364
2753,0.3307330019816382
2754,0.3508698988082159
2755,0.3350533907080614
2756,0.3310841429094708
2757,0.3127474728835736
2758,0.356861409303416
2759,0.3440329859259627
2760,0.355224925755056
2761,0.3529934322911676
2762,0.3103222172161248
2763,0.3431128105099138
2764,0.3320529278653598
2765,0.313540105906583
2766,0.3398029086791613
2767,0.356804009747233
2768,0.3110017383661813
2769,0.3260164194162946
2770,0.3390852912773742
2771,0.327701566711908
2772,0.3553519996637323
2773,0.3565128290126449
2774,0.3453328785560713
2775,0.3408027217603356
2776,0.3261536858298341
2777,0.3424749603235904
2778,0.3454082364602261
2779,0.3491852965023101
2780,0.3368522667074082
2781,0.3568664435981796
2782,0.3147406762992892
2783,0.3222972924559106
2784,0.3006761738827437
2785,0.3227147008497514
2786,0.327920781498325
2787,0.3409725375040633
2788,0.3422172895279299
2789,0.3237171838959063
2835,0.3336276610374732
2836,0.317461390473461
2837,0.3459073103964601
2838,0.3340143123146676
2839,0.3364692566317401
2840,0.3398914471373626
2841,0.3172143352951456
2842,0.3370562079238592
2843,0.313321890579911
2844,0.3451186041760978
2845,0.3112892463820449
2846,0.3309878030714981
2847,0.3419582068311921
2848,0.3369454202142178
2849,0.3419225341771023
2850,0.3282179594308154
2851,0.3467458777303048
2852,0.3455942212078892
2853,0.329457624776919
2854,0.3448008017784632
2855,0.3231373374948937
2856,0.3367108011511612
2857,0.2962503984609824
2858,0.3237670010043761
2859,0.347777707417823
2860,0.3370899844775293
2861,0.3375725348045088
2862,0.337199020788856
2863,0.3464869678784378
2864,0.345771546768999
2865,0.3254027514486475
2866,0.3408627561716275
2867,0.3342410335696572
2868,0.3350584797642725
2869,0.3447225331228037
2870,0.3367980932894953
2871,0.3275674846708698
2872,0.3204308989965856
2873,0.3345254426724392
2874,0.3085607431999314
2875,0.3161127117049472
2876,0.3334791789727519
2877,0.3321074575279861
2878,0.3456854454929513
2879,0.3357837721425308
2880,0.3653095343026009
2881,0.3687423026356029
2882,0.3413582190414481
2883,0.3657780191127464
2884,0.3318860276893267
2885,0.3652966332454294
2886,0.3459266262689707
2887,0.3684480096165464
2888,0.348394558174668
2889,0.3719853799900604
2890,0.3614366281095154
2891,0.3645822989677039
2892,0.3509196067174457
2893,0.3517155188906964
2894,0.3608419510815405
2895,0.3619931657085929
2896,0.3418773941005088
2897,0.3663705366002642
2898,0.3699011080033922
2899,0.3474585040439577
2900,0.3507941379159063
2901,0.351542847787009
2902,0.3732262838280695
2903,0.3272278212351771
2904,0.3442966431919744
2905,0.369950732308474
2906,0.3511444133678663
2907,0.3446995557910264
2908,0.3479580384979692
2909,0.3629520079103863
2910,0.3460220073745699
2911,0.3679352920368169
2912,0.359189387189374
2913,0.3698725473102692
2914,0.3373037874932716
2915,0.3389985001303798
2916,0.3572519375680639
2917,0.3640613780245282
2918,0.3604493606915032
2919,0.3378524886719735
2920,0.349457429034737
2921,0.3638616614602381
2922,0.362537402105679
2923,0.3705401113537769
2924,0.3580377932891726
2925,0.3412663826055954
2926,0.331378644894148
2927,0.3502218278611133
2928,0.3218589185285252
2929,0.3502680366858445
2930,0.350774227782147
2931,0.3127883804798057
2932,0.3281292165126441
2933,0.3386764460643947
2934,0.3473070269270707
2935,0.3393795526956149
2936,0.3332283139425694
2937,0.3520364881009545
2938,0.3525482818025989
2939,0.3475421106219743
2940,0.3226478927956987
2941,0.3363592173930696
2942,0.3542024039513659
2943,0.3225356667204784
2944,0.3442761583651704
2945,0.331221597589068
2946,0.3523276900452489
2947,0.3282526404023657
2948,0.3140319187818352
2949,0.3516236608120788
2950,0.3357134168006681
2951,0.3374051122418149
2952,0.3467092215712419
2953,0.3356587353140824
2954,0.3294095012030425
2955,0.3542363564942308
2956,0.3275888933486592
2957,0.3192712789472459
2958,0.3485530746766885
2959,0.3331489131681197
2960,0.302597217457459
2961,0.3098934611673303
2962,0.3545360398097278
2963,0.3125228194290063
2964,0.3139273750479627
2965,0.3444276241927583
2966,0.3484231760034073
