,Cost
407,0.4120413888317253
408,0.4051656613404432
409,0.4071898253224295
410,0.4320219872834262
411,0.4269922491444718
412,0.4186634070419493
413,0.4235229237141819
414,0.425837421487345
415,0.4273126044307802
416,0.416489431908527
417,0.422838714810369
418,0.4166805393462025
419,0.4129484073883651
420,0.4326353875050648
421,0.4172111000825615
422,0.4181511502709948
423,0.4070557932082738
424,0.4172535015804904
425,0.41412505178556
426,0.4072845604124891
427,0.4100234389531008
428,0.4287138849802696
429,0.416339044759782
430,0.4141736028078291
431,0.4272558488084039
432,0.4213895222310787
433,0.4318900356177449
434,0.4299236695058729
435,0.4199159709791962
436,0.4083683124402724
437,0.4146950594520795
438,0.4164691569682229
439,0.4214660862354333
440,0.4297226499353959
441,0.4133644495860128
442,0.413527770661608
443,0.4048479976892055
444,0.4107157466354704
445,0.4285321527385621
446,0.4196122200450229
447,0.4327729878953827
448,0.4197080764453217
449,0.4170792968690355
450,0.4057946551467521
451,0.4007138503329384
452,0.4051083761675074
453,0.3759007623134639
454,0.39474000053444
455,0.4022936134343552
456,0.4074141324230534
457,0.3957435913006468
458,0.3977868211816473
459,0.4022526367030932
460,0.4080712495647938
461,0.399128175539962
462,0.4027626368087551
463,0.4046377363877816
464,0.4022095008365279
465,0.3905773356171079
466,0.4039144712033442
467,0.3893731826701203
468,0.3986709424160196
469,0.3835323486493113
470,0.3969620046281874
471,0.3963798649260192
472,0.3941396323290941
473,0.3954784235419125
474,0.3981288852340665
475,0.3981021750692923
476,0.406273055195383
477,0.4004150834695988
478,0.3910869864366499
479,0.398107921787079
480,0.4030982341833398
481,0.3993524036252344
482,0.3980012833098817
483,0.4046101460536967
484,0.3784061594787024
485,0.3975066903996465
486,0.408437855429422
487,0.3995471507980397
488,0.3997289724247761
489,0.3959993779817786
490,0.3852096563477992
491,0.4033603477092812
492,0.4044795895844761
493,0.3956649105779204
494,0.4038151974085748
495,0.4074264112266367
496,0.4109777272824809
497,0.4060327115308446
498,0.4155492937046882
499,0.4148356181850801
500,0.4075227816281286
501,0.4085415773637855
502,0.4166767818807371
503,0.401280006127434
504,0.4051178859712198
505,0.4123140920225604
506,0.4058763849857389
507,0.4161847264323907
508,0.4040211187129572
509,0.4063250045763075
510,0.4145864455949656
511,0.4089098057334286
512,0.3940237226464594
513,0.3996613925861608
514,0.4199795427055921
515,0.4066674171596673
516,0.4097416033888389
517,0.4210169400161601
518,0.4193358612522079
519,0.4103627545385329
520,0.3991967241029369
521,0.4049659475988312
522,0.400156862992972
523,0.4173667999802
524,0.4144702278372402
525,0.4192131889574779
526,0.4194855976257007
527,0.4102603202479111
528,0.4105457805696251
529,0.414095129081534
530,0.4160049905279822
531,0.4162103858611244
532,0.4196259893059338
533,0.4078111654628881
534,0.4176347597089022
535,0.40420639391619
536,0.4049064866828094
537,0.4068247405989937
538,0.412603985141704
539,0.3934631450115181
540,0.4281135885815189
541,0.4334218949160646
542,0.4330333704820589
543,0.414477015830622
544,0.4212497714272588
545,0.4297093914107036
546,0.4111057734985588
547,0.4126041624423774
548,0.4293539679660869
549,0.4326990619361989
550,0.4212057736368176
551,0.4321900304077032
552,0.4163303926298452
553,0.417601857234973
554,0.429484313687826
555,0.4230484636147199
556,0.4099635769107032
557,0.4295963344410944
558,0.4211485738557098
559,0.4205349983092215
560,0.4242905416218829
561,0.4123880034869763
562,0.4310120846836017
563,0.4196906148861034
564,0.4260859961524558
565,0.4316673032571536
566,0.4253111480196956
567,0.4232927254139195
568,0.432024580658124
569,0.4308200216047377
570,0.4236139890720469
571,0.4164454656845101
572,0.4219934829157748
573,0.4127285437286354
574,0.423173901401755
575,0.4141378641868308
576,0.4272629791239993
577,0.4314161289672555
578,0.4206831734778748
579,0.425694348963048
580,0.4196603872169723
581,0.424210736833929
582,0.4230866201518559
583,0.4311438838864728
584,0.4204702461300911
585,0.4089336397756631
586,0.3953052619151319
587,0.4066529321666141
588,0.3806891016375657
589,0.4086758344775528
590,0.3880071536304199
591,0.3911539568255723
592,0.3924232602432659
593,0.3819636088475195
594,0.394955256070747
595,0.3982267201736277
596,0.4061088911152822
597,0.4127322446456765
598,0.3986513133112442
599,0.4037256397827437
600,0.4036556620014895
601,0.40615855292179
602,0.3952539143567592
603,0.4086773515418357
604,0.4005100203325398
605,0.4068721112061336
606,0.4011768672968212
607,0.3940243470401914
608,0.4000396114885229
609,0.3995766595976076
610,0.4017444220028263
611,0.4062753516162055
612,0.4077138642091956
613,0.3960772505106477
614,0.4119741670217642
615,0.4082764910998663
616,0.3961591551084376
617,0.4087379109591431
618,0.3967045591082637
619,0.399789159386175
620,0.4034849620250499
621,0.4127013192472759
622,0.4113259400578831
623,0.4027911813826202
624,0.3953085358741579
625,0.4033060167404889
626,0.3810886770923823
627,0.4009083344361427
628,0.3874179885082962
629,0.3852697321949179
630,0.3706902796757425
631,0.3861380226890715
632,0.3654593063831229
633,0.3905086376328904
634,0.362389066988408
635,0.3682644719864982
636,0.3747280622251392
637,0.3862081842911867
638,0.3924186638314119
639,0.3808471068740625
640,0.3930685883518403
641,0.3885976628431594
642,0.3769549144361812
643,0.3657126135643382
644,0.3885748524713815
645,0.3887733746455106
646,0.3753793757522858
647,0.3841928025643993
648,0.3667747515848791
649,0.3882768758183472
650,0.3708544254754221
651,0.3934579535476125
652,0.3833097018380212
653,0.3888451337782594
654,0.3837817791706767
655,0.3826282459472571
656,0.3827336100093922
657,0.3935425621960414
658,0.3798411277367657
659,0.3697333648951968
660,0.3588357311021956
661,0.3869282586735911
662,0.3658041765833449
663,0.3776350592087293
664,0.3792531711179071
665,0.3845311273020917
666,0.3936676883410248
667,0.3909500416915173
668,0.377156012363586
669,0.3874797410572106
670,0.3894098367684897
671,0.3891440062885658
672,0.3839756917601449
673,0.3875120285878769
674,0.3657367515998238
675,0.4006634412148516
676,0.4007778956182795
677,0.4018226728116772
678,0.4031361030042886
679,0.3957544896504106
680,0.3863273323560193
681,0.3853059715937904
682,0.3866015719539351
683,0.4111666980695473
684,0.4094145062645811
685,0.3885640438886357
686,0.4082526982602629
687,0.3999760115975904
688,0.3972754527395217
689,0.3986762742964866
690,0.3974390048061387
691,0.4043013907287434
692,0.3678208454790929
693,0.4105808726811493
694,0.4015901733049281
695,0.4124016725312128
696,0.4068882776795407
697,0.3960315100696644
698,0.3699110734978313
699,0.4077750046979669
700,0.3946689880721273
701,0.4065624552968876
702,0.4120944329831522
703,0.3870680813387845
704,0.3982077991380389
705,0.402324159182244
706,0.3881050114751586
707,0.3922711974747267
708,0.3968086816146761
709,0.3927703100252496
710,0.4017875532723919
711,0.382566252998583
712,0.3929701769312588
713,0.3890212048748642
714,0.4081912002474837
715,0.3959840215011565
716,0.4030004486591224
717,0.4024882642037117
718,0.404779182531381
719,0.4001824595763308
765,0.3877153440999332
766,0.4107834899198777
767,0.396562897772605
768,0.3969641038719458
769,0.3910060883864898
770,0.4087962498909931
771,0.400464532812899
772,0.3975029303040075
773,0.4083207283733584
774,0.3944731836586223
775,0.4084719288981956
776,0.4116817949596634
777,0.4049103005737767
778,0.4138234997198839
779,0.4016268605692987
780,0.3956616684375539
781,0.3963591661247658
782,0.4098790229065667
783,0.4034795202831399
784,0.39820789594091
785,0.4077891261712348
786,0.3795684824419831
787,0.405456405649669
788,0.4105758309525216
789,0.4114700155004697
790,0.3973421916774803
791,0.40458780612785
792,0.4129164632641198
793,0.4102080984147744
794,0.384790140123067
795,0.3981939553818732
796,0.4157230036380324
797,0.4121765420687139
798,0.4145136202527362
799,0.4092630858349458
800,0.4020828681428985
801,0.3904382734516582
802,0.4150391201340051
803,0.3991561503957036
804,0.3928234434698145
805,0.4094229918218636
806,0.4146393874777449
807,0.4045850899455157
808,0.4070060013499984
809,0.4127280199366336
810,0.4258428911248415
811,0.4551258425825762
812,0.4138240367532392
813,0.4429958074822011
814,0.4388839981711478
815,0.4306852939308854
816,0.4225131240128933
817,0.4387888499582538
818,0.4520052621205566
819,0.444845107211713
820,0.4155072353683486
821,0.4508087005111193
822,0.4497523244956112
823,0.4558492305449068
824,0.4552493854631243
825,0.4530888431678275
826,0.4460991557052367
827,0.4490213911561062
828,0.4412493432532738
829,0.4514752201307653
830,0.446494295026936
831,0.4462593493879625
832,0.4489088349239143
833,0.4464436885807928
834,0.4350281919287743
835,0.4218641221056747
836,0.443137212382421
837,0.4414221009705572
838,0.4384508384900523
839,0.4261870346601247
840,0.4560742178924215
841,0.4280269972595315
842,0.4373301113181745
843,0.4476550710824832
844,0.4412742923779554
845,0.4393763640182463
846,0.418267719282417
847,0.4278686126308075
848,0.4513724906934201
849,0.4178984328450377
850,0.4384583469768903
851,0.4329069553151542
852,0.4510421897027201
853,0.4466091428130837
854,0.4183531405675444
855,0.4452997281848218
856,0.4364665303533663
857,0.4360565248156994
858,0.42476391880364
859,0.4182219261104788
860,0.4254058544082946
861,0.4421148727682265
862,0.4179896284006978
863,0.4280433241006536
864,0.4247855369917225
865,0.4142240382020865
866,0.4357149584434642
867,0.442601581068868
868,0.4439467771102375
869,0.4299209900607748
870,0.4114719318296943
871,0.4301808564398157
872,0.4336247816106721
873,0.4188802810106009
874,0.4296644294119071
875,0.4363219931617744
876,0.4430205739891327
877,0.4168781851488113
878,0.4161656990495181
879,0.4212642548292862
880,0.4292750389914361
881,0.445111839030737
882,0.4366048357326801
883,0.4449952677800913
884,0.4204763887816598
885,0.4412457978629031
886,0.4234096271244015
887,0.4334312688655283
888,0.4386600580394437
889,0.4449077249338968
890,0.4382943693472957
891,0.4334858877307169
892,0.4241174493897754
893,0.435430183602246
894,0.4390054113479875
895,0.4375490851483462
896,0.4249037933241291
897,0.445521081139646
898,0.4429951037376801
899,0.4290007875333268
900,0.4143888521162444
901,0.4181046913389677
902,0.4295593819441081
903,0.4042246133576864
904,0.4133089881004255
905,0.4018857332908317
906,0.4160792211003075
907,0.411263474682475
908,0.4082240887014645
909,0.4204840282432437
910,0.4145820603231371
911,0.4161339516711072
912,0.4114188928276738
913,0.3898465832108176
914,0.39756413183172
915,0.3984189173544548
916,0.3988451874203165
917,0.4091538964415581
918,0.4083273001209007
919,0.4025941024387705
920,0.4026176384190216
921,0.3996429927061585
922,0.4065602038821094
923,0.3930943088060963
924,0.4061018263192458
925,0.4148409752318233
926,0.4125454475166694
927,0.4221887006711157
928,0.4109122545011006
929,0.3881966295951341
930,0.4127920067986003
931,0.395776467251421
932,0.4060283733488525
933,0.4077542625555367
934,0.3972383706421338
935,0.4170376548565747
936,0.4190997662275285
937,0.4063723581728077
938,0.3953354690170042
939,0.4112577139874227
940,0.4273545656231884
941,0.4034506430001553
942,0.4214021017866604
943,0.4231183088705592
944,0.4000367877455684
945,0.412640415234821
946,0.4174859287289165
947,0.3908833294000815
948,0.4205388942777532
949,0.4120426195548691
950,0.4127089346572845
951,0.3908274120493553
952,0.4122026449159731
953,0.4015816082819115
954,0.3919502767125163
955,0.400164052428974
956,0.4035577436010761
957,0.4161539518380668
958,0.4191662003697404
959,0.415654404420504
960,0.374498951859785
961,0.383266075251835
962,0.4154061287204587
963,0.4040809519746939
964,0.4088170872665899
965,0.3862473216271872
966,0.3920933016856575
967,0.4059519409086143
968,0.3796683010221917
969,0.3975631239537033
970,0.409909986776099
971,0.4020030197947689
972,0.405271225848783
973,0.405030106378542
974,0.3741238244408519
975,0.4091712872710644
976,0.4106438714663187
977,0.4191982723895113
978,0.4104536291867393
979,0.4022983386800004
980,0.3866747027707025
981,0.4013641445478211
982,0.3566303996459709
983,0.410479373731927
984,0.4003334892040315
985,0.4153497386838908
986,0.4137732794634977
987,0.4028380027146898
988,0.4061309654993946
989,0.400969114576605
990,0.4725056040495777
991,0.4984236083004527
992,0.4586925189476704
993,0.4883497134858063
994,0.4952216369510113
995,0.4408972539215948
996,0.4800680276536103
997,0.4792755510529509
998,0.489903487848937
999,0.4854253074019059
1000,0.495042359291455
1001,0.5000932031551246
1002,0.4939066730098063
1003,0.5093557213854893
1004,0.4958289031264451
1005,0.4662907327507021
1006,0.4594873059697072
1007,0.5025096383321932
1008,0.4677318048056559
1009,0.4924272784446393
1010,0.501772394037204
1011,0.4395921400782287
1012,0.4525657359802307
1013,0.4826100882776447
1014,0.4584217649945
1015,0.4864518672360592
1016,0.4866120511106774
1017,0.5145371209869363
1018,0.4903737343113421
1019,0.4938978247319842
1020,0.4741473729341772
1021,0.4983845897401905
1022,0.5025230170864707
1023,0.4951805715681592
1024,0.4957924529211538
1025,0.47863722356783
1026,0.4923888437908256
1027,0.4882523355307416
1028,0.4495000349273917
1029,0.483367926757582
1030,0.5053788123344567
1031,0.4964047272935261
1032,0.5078482203162678
1033,0.5109512932916012
1034,0.5111910269977209
1035,0.399907162265967
1036,0.4094248205158777
1037,0.4059870703340239
1038,0.3758772783937399
1039,0.3864036608713284
1040,0.3936262666724461
1041,0.4060728086244746
1042,0.41365535517852
1043,0.3893801508048728
1044,0.4026092602680969
1045,0.4122041621556946
1046,0.4124584375709931
1047,0.4064575637498664
1048,0.3840064095081673
1049,0.4012238239687235
1050,0.3916548140801339
1051,0.4044962276575064
1052,0.3973998407014784
1053,0.3982158245036047
1054,0.3886460608752051
1055,0.4083101482440986
1056,0.4100800164896118
1057,0.4082399341089925
1058,0.408975890315433
1059,0.403837644398444
1060,0.398837282708242
1061,0.3981258150578229
1062,0.4037612619271435
1063,0.4121224811335876
1064,0.4156773773636146
1065,0.4023949962252554
1066,0.4048019880108733
1067,0.4013851672713299
1068,0.4097451332438906
1069,0.392041942658022
1070,0.4076643848728343
1071,0.4157053940506769
1072,0.3976508633550244
1073,0.3860476916553899
1074,0.4149057256040585
1075,0.4065972818918506
1076,0.3986063969659073
1077,0.3994727663281595
1078,0.4085577381785852
1079,0.4004272349857721
1080,0.3787343728313477
1081,0.3835428396234893
1082,0.3847936285989466
1083,0.3996974367022738
1084,0.3816541132348393
1085,0.3836901907320487
1086,0.3735926957985129
1087,0.3814294082369265
1088,0.3731238142545479
1089,0.3724620518029387
1090,0.3874733325430709
1091,0.3926570627412281
1092,0.3924013013260573
1093,0.3946214972220967
1094,0.3619523477358725
1095,0.380368939708698
1096,0.3864911152020115
1097,0.388333569375463
1098,0.3760764479987437
1099,0.3797280030904187
1100,0.3713963032342207
1101,0.3722836694948802
1102,0.3929322903265081
1103,0.3725890441693311
1104,0.3940683015219918
1105,0.3644455799597564
1106,0.3814313875694068
1107,0.3783685683611944
1108,0.3952455493956189
1109,0.390433805943349
1110,0.3726410280966331
1111,0.3938833938719748
1112,0.3975719088463202
1113,0.3859297347701818
1114,0.3677447066550589
1115,0.3898424569367377
1116,0.3859856709251511
1117,0.3970338070328259
1118,0.3767087023459553
1119,0.3668673948952818
1120,0.3848285006452362
1121,0.376003497263543
1122,0.3806259764222589
1123,0.3484584196413718
1124,0.3828691558377909
1170,0.4076070607280411
1171,0.4285073107932065
1172,0.4253196924042013
1173,0.4197677229028271
1174,0.4128176166712883
1175,0.3948784240605253
1176,0.4331521464764744
1177,0.4356450257397186
1178,0.4165542402093368
1179,0.4276955347693125
1180,0.4209965420469156
1181,0.4143548532456017
1182,0.4154152919809242
1183,0.4224884610120509
1184,0.4268387799564461
1185,0.4039315997927166
1186,0.432073735002598
1187,0.4220224576063373
1188,0.4174841424746228
1189,0.41349133092092
1190,0.4323883901904038
1191,0.4139704091784929
1192,0.3986998727656762
1193,0.4205111014070801
1194,0.4216998461182283
1195,0.4135948958985536
1196,0.4214616828088131
1197,0.4094035496625172
1198,0.4156206237004543
1199,0.4248528449981124
1200,0.409787248727115
1201,0.4193829787111565
1202,0.4053825314491085
1203,0.4325526303613603
1204,0.407862711748088
1205,0.4273022657178068
1206,0.4111888876010607
1207,0.423040164704607
1208,0.4213133771330909
1209,0.408498661695018
1210,0.4138624258791291
1211,0.4252746769015684
1212,0.4137616353999243
1213,0.4278385348565834
1214,0.4064572473390304
1215,0.4216597243853497
1216,0.4106724214842555
1217,0.439619781436102
1218,0.4334175677970349
1219,0.4082235297504675
1220,0.4131554997177163
1221,0.4086235545199366
1222,0.428992673457915
1223,0.4210880488522144
1224,0.4363905559461089
1225,0.4450516275779654
1226,0.4487651969923696
1227,0.4063286451816092
1228,0.4429566935409502
1229,0.4378990653535542
1230,0.4452762135846821
1231,0.4099785002144379
1232,0.4181769137343193
1233,0.4328308057142067
1234,0.393675526081945
1235,0.4233896657102896
1236,0.4129571228097627
1237,0.4173048919068535
1238,0.4389934956740773
1239,0.4033796458805119
1240,0.412807579524133
1241,0.440689507446253
1242,0.437182426627016
1243,0.4192067536743986
1244,0.4140165630664503
1245,0.4304035549355385
1246,0.4028057374401768
1247,0.3915373211435201
1248,0.4110013298436607
1249,0.445461075077296
1250,0.4356343895035026
1251,0.4446537828325866
1252,0.4130599875583447
1253,0.4438596063910947
1254,0.4310222858011687
1255,0.4402441390201589
1256,0.42127383982773
1257,0.4007964272312179
1258,0.4095906003064803
1259,0.4257741322006435
1260,0.4272309289263004
1261,0.4311727894319256
1262,0.4322802974016121
1263,0.393068368566116
1264,0.429267538491772
1265,0.3989724033838787
1266,0.4059382877395197
1267,0.411034683352807
1268,0.4059129188956214
1269,0.3808318769907226
1270,0.4198432517133921
1271,0.4219822775367651
1272,0.412248805532276
1273,0.3985860027351804
1274,0.4336608073350225
1275,0.4177485905712473
1276,0.4156658619575448
1277,0.4058084782422227
1278,0.4259877710677666
1279,0.4259777661753299
1280,0.4277820077804926
1281,0.4047382662606635
1282,0.4019413662048694
1283,0.412393847149446
1284,0.4035757905320016
1285,0.4258539240143394
1286,0.4123386351352885
1287,0.4311493947090701
1288,0.4073986313269098
1289,0.420083865909592
1290,0.4052328276880467
1291,0.433254253395068
1292,0.3937751352490976
1293,0.4193985462372706
1294,0.4118575231989669
1295,0.4241269027088261
1296,0.417062894946184
1297,0.407778399148581
1298,0.4134140776796456
1299,0.4284184044963168
1300,0.3903751219156413
1301,0.393115906503281
1302,0.4115518254604346
1303,0.4258161677013051
1304,0.3746924047547129
1305,0.4185135640025031
1306,0.4300248796323771
1307,0.4404047817090105
1308,0.4176792205448627
1309,0.4360414663734234
1310,0.4173700257394431
1311,0.4218542717271673
1312,0.4237977017926619
1313,0.3870377601625591
1314,0.4273481304184833
1315,0.4364033926005556
1316,0.4404494964893701
1317,0.4084824706426659
1318,0.4375057746866637
1319,0.4087434201653235
1320,0.4312062428538167
1321,0.4076412582441006
1322,0.4379552556906207
1323,0.429659961824985
1324,0.4378055589804818
1325,0.4403956833415932
1326,0.4124172826119325
1327,0.4074591055234098
1328,0.4366570235733119
1329,0.4296628993212094
1330,0.4306080903919733
1331,0.4306505525422553
1332,0.4274408551916281
1333,0.4261005544430084
1334,0.4230734812683191
1335,0.4195436600052593
1336,0.415701129979441
1337,0.4301732036424206
1338,0.4160176716507299
1339,0.4270158292090698
1340,0.4276089447542246
1341,0.4183707036963515
1342,0.4309072262451322
1343,0.4289906466525577
1344,0.43458213435802
1345,0.4175569478317705
1346,0.4171836203325589
1347,0.3885724044351663
1348,0.4222547052688044
1349,0.4206072734148968
1350,0.4621739930290452
1351,0.4320752010142615
1352,0.4389625657670402
1353,0.4333884959084389
1354,0.4170942256558169
1355,0.4667648199843901
1356,0.4276400234025231
1357,0.4299732247844277
1358,0.4113225998920691
1359,0.4418177398160576
1360,0.437121758404148
1361,0.4164127699460485
1362,0.4372413296029765
1363,0.4284469936570378
1364,0.4444646594220384
1365,0.4622897259615856
1366,0.4225203329637356
1367,0.4268836782095794
1368,0.4653800814201185
1369,0.4292674109338723
1370,0.4610275773745087
1371,0.3949862856837662
1372,0.4308276233723249
1373,0.4405549978744932
1374,0.4364007880586438
1375,0.4609750891670901
1376,0.414836046952273
1377,0.4495327726649377
1378,0.4471635565245591
1379,0.45856304766883
1380,0.4166070547896351
1381,0.4098116234233384
1382,0.4356681749516139
1383,0.438982453000532
1384,0.4415374165502584
1385,0.4473162039282145
1386,0.4486091674867464
